query-id	corpus-id	score
HUMA_4_001	HUMA1678_ch1_7	1
HUMA_4_002	HUMA1678_ch1_8	1
HUMA_4_003	HUMA1678_ch2_7	1
HUMA_4_004	HUMA1678_ch2_8	1
HUMA_4_005	HUMA1678_ch3_7	1
HUMA_4_006	HUMA1678_ch3_8	1
HUMA_4_007	HUMA1678_ch4_7	1
HUMA_4_008	HUMA1678_ch4_8	1
HUMA_4_009	HUMA1678_ch5_7	1
HUMA_4_010	HUMA1678_ch5_8	1
HUMA_4_011	HUMA1678_ch6_7	1
HUMA_4_012	HUMA1678_ch6_8	1
HUMA_4_013	HUMA1678_ch7_7	1
HUMA_4_014	HUMA1678_ch7_8	1
HUMA_4_015	HUMA1678_ch8_7	1
HUMA_4_016	HUMA1678_ch8_8	1
HUMA_4_017	HUMA1678_ch9_7	1
HUMA_4_018	HUMA1678_ch9_8	1
HUMA_4_019	HUMA1678_ch10_7	1
HUMA_4_020	HUMA1678_ch10_8	1
HUMA_4_021	HUMA1678_ch11_7	1
HUMA_4_022	HUMA1678_ch11_8	1
HUMA_4_023	HUMA1678_ch12_7	1
HUMA_4_024	HUMA1678_ch12_8	1
HUMA_4_025	HUMA1678_ch1_7	1
HUMA_4_027	HUMA1678_ch1_7	1
HUMA_4_029	HUMA1678_ch1_7	1
HUMA_4_031	HUMA1678_ch1_7	1
